centroide_lat,centroide_lon,population,con_fibra
-32.9430626494947,-68.8466356635163,27620.5,False
-32.897054054351,-68.7604654025916,27620.5,False
-32.9067890546551,-68.7668004049907,27620.5,False
-32.918910717642,-68.8330630594375,27620.5,False
-32.8728636856882,-68.7537561885036,27620.5,False
-32.9237921742848,-68.7823137373042,27620.5,False
-32.9116366013682,-68.8173779760814,27620.5,False
-32.8937192468439,-68.8089338793612,27620.5,False
-32.9210463916055,-68.7389029800416,27620.5,False
-32.9227362551365,-68.793296207186,27620.5,False
-32.891002343834,-68.8233852433118,2064.0,False
-32.8792929428533,-68.8207083232767,27620.5,False
-32.8973671765486,-68.7871030299981,26359.0,False
-32.8846817221554,-68.7930308168728,20791.0,True
-32.8055322826857,-68.8268897098386,27620.5,False
-32.8509435777421,-68.836014945095,27620.5,False
-32.836885004476,-68.7707577387305,27620.5,False
-32.8065587821456,-68.7662806352765,27620.5,False
-32.854641750271,-68.8929808830502,27620.5,False
-32.8303390304647,-68.8209663176292,27620.5,False
-32.8624796752219,-68.8056414489579,27620.5,False
-32.8558877491946,-68.8441750722165,27620.5,False
-32.9939522051273,-68.9327343722195,27620.5,False
-32.8486094901654,-68.8054574601639,27620.5,False
-32.83951388266,-68.8315407292845,27620.5,False
-32.9674232624478,-68.8516196087317,27620.5,False
-33.0345495234972,-68.8845806111688,27620.5,False
-32.9620757495015,-68.8609733262489,27620.5,False
-33.0194203114596,-68.8757421386204,27620.5,False
-32.9694816435606,-68.8715140834301,27620.5,False
