ESTADO;NOMBRE NODO;ACRONIMO;PROVINCIA;COORDENADAS
ENSERVICIO;MINISTERIO DE DESARROLLO SOCIAL;RARCIU42;CABA;[-58.381387,-34.612267]
ENSERVICIO;CENTRO NACIONAL DE ENERGIA ATOMICA (CNEA);RARRCNA01;RIO NEGRO;[-71.413664,-41.11857]
ENSERVICIO;RIO MUERTO;RARHRMU01;CHACO;[-61.6602277,-26.3065083]
ENSERVICIO;QUITILIPI;RARHQTL01;CHACO;[-60.193125,-26.8836917]
ENSERVICIO;NAPENAY;RARHNPY01;CHACO;[-60.6186944,-26.7316666]
ENSERVICIO;MACHAGAI;RARHMCH01;CHACO;[-60.0475833,-26.9294305]
ENSERVICIO;MARGARITA BELEN;RARHMBL01;CHACO;[-58.9687055,-27.2587583]
ENSERVICIO;TOLHUIN;RARVTOL01;TIERRA DEL FUEGO;[-67.18921,-54.5112]
ENSERVICIO;CANADON ALFA;RARVCNA01;TIERRA DEL FUEGO;[-68.57622,-52.7424]
ENSERVICIO;LOS CHIRIGUANOS;RARPLCG01;FORMOSA;[-61.46661389,-24.0999944]
ENSERVICIO;MARIANO BOEDO;RARPMBO01;FORMOSA;[-58.48799167,-26.1128333]
ENSERVICIO;PALO SANTO;RARPPST01;FORMOSA;[-59.34210278,-25.5675611]
ENSERVICIO;POZO DEL MORTERO;RARPPZM01;FORMOSA;[-61.02980833,-24.4055611]
ENSERVICIO;POZO DEL TIGRE;RARPPZT01;FORMOSA;[-60.32595556,-24.9008389]
ENSERVICIO;SAN HILARIO;RARPSNH01;FORMOSA;[-58.65068333,-26.0235222]
ENSERVICIO;ESTANISLAO DEL CAMPO;RARPEDC01;FORMOSA;[-60.09175833,-25.0561528]
ENSERVICIO;COMANDANTE FONTANA;RARPCFT01;FORMOSA;[-59.68851667,-25.3338083]
ENSERVICIO;VILLA MAZAN;RARFVMZ01;LA RIOJA;[-66.537425,-28.650722]
ENSERVICIO;VILLA LAGO MELIQUINA;RARQMLQ01;NEUQUEN;[-71.382392,-40.318347]
ENSERVICIO;LA BANDA;RARGBAA01;SANTIAGO DEL ESTERO;[-64.260998,-27.759561]
ENSERVICIO;INDEC;RARCIU43;CABA;[-58.375169,-34.610239]
ENSERVICIO;SENDA HACHADA (GNA) - DESVINCULADO;RARASNH01;SALTA;[-63.909881,-23.019582]
ENSERVICIO;CHUCUL (SILICA);RARXCHC01;CORDOBA;[-64.183133,-33.019067]
INACTIVO;VILLA LA PUNTA;RARGVLP01;SANTIAGO DEL ESTERO;[-64.79493056,-28.3688111]
INACTIVO;RAMIREZ DE VELAZCO;RARGRDZ01;SANTIAGO DEL ESTERO;[-63.4755,-29.2276667]
INACTIVO;LAVALLE;RARGLVL01;SANTIAGO DEL ESTERO;[-65.10384167,-28.1916722]
INACTIVO;LOS TELARES;RARGLTS01;SANTIAGO DEL ESTERO;[-63.45297222,-28.9862222]
INACTIVO;ESTACION LA PUNTA;RARGELP01;SANTIAGO DEL ESTERO;[-64.75557778,-28.4112556]
INACTIVO;CHOYA;RARGCHY01;SANTIAGO DEL ESTERO;[-64.85788611,-28.4961444]
INACTIVO;CHILCA JULIANA;RARGCHJ01;SANTIAGO DEL ESTERO;[-63.57591667,-28.7977222]
ENSERVICIO;THEOBALD;RARSTHE01;SANTA FE;[-60.31361111,-33.30974444]
INACTIVO;SANTO TOME I-1;RARSSTM02;SANTA FE;[-60.79196111,-31.6561472]
INACTIVO;MOJON GRANDE;RARNMJG01;MISIONES;[-55.15783333,-27.7136111]
INACTIVO;PERDRIEL;RARMPDR01;MENDOZA;[-68.888475,-33.0748583]
INACTIVO;PAGANCILLO;RARFPAG01;LA RIOJA;[-68.10175278,-29.5438333]
INACTIVO;MALLIGASTA;RARFMLL01;LA RIOJA;[-67.43204722,-29.1693111]
NO LISTO;CENTRO FORESTAL;RARYCFR01;JUJUY;[-65.17823611,-24.22884167]
INACTIVO;POSTA CAMBIO ZALAZAR;RARPPCS01;FORMOSA;[-60.19623056,-24.2130556]
ENSERVICIO;LUCAS GONZALEZ;RARELGZ01;ENTRE RIOS;[-59.52877222,-32.3888056]
INACTIVO;COLONIA YERUA;RARECYR01;ENTRE RIOS;[-58.11948037,-31.44088968]
INACTIVO;DIADEMA ARGENTINA;RARUDIA01;CHUBUT;[-67.67389257,-45.79060892]
INACTIVO;VILLA ESPIL;RARBCEP01;BUENOS AIRES;[-59.3375,-34.5061111]
ENSERVICIO;TECNOPOLIS;RARBTNP01;BUENOS AIRES;[-58.506165,-34.559176]
ENSERVICIO;LAGUNA VITEL;RARBLGV01;BUENOS AIRES;[-58.137444,-35.54325]
ENSERVICIO;GENERAL DEHEZA;RARXGDH01;CORDOBA;[-63.83031944,-32.78053889]
ENSERVICIO;VILLA CONSTITUCION;RARSVCN01;SANTA FE;[-60.337533,-33.233367]
ENSERVICIO;RAFAELA;RARSRFL01;SANTA FE;[-61.4698027778,-31.2261111111]
ENSERVICIO;SAN JOSE VILLA;RARKSJV01;CATAMARCA;[-66.073131,-26.80637]
ENSERVICIO;SAUCE MONTRULL;RAREMLL01;ENTRE RIOS;[-60.441966,-31.779205]
ENSERVICIO;ESTACION ESCRINA (DESVINCULADO);RAREECR01;ENTRE RIOS;[-58.905059,-32.594733]
ENSERVICIO;SALVADOR MARIA;RARBSIA01;BUENOS AIRES;[-59.172833,-35.300167]
ENSERVICIO;LAGUNA DE LOBOS;RARBLLO01;BUENOS AIRES;[-59.134056,-35.274742]
INACTIVO;COPO QUILE;RARACPQ01;SALTA;[-64.68319146,-26.03]
ENSERVICIO;ET PIRAYU;RARWPRY01;CORRIENTES;[-58.566263,-27.32255]
INACTIVO;CASTELLI;RARBCTE01;BUENOS AIRES;[-57.80718016,-36.09]
ENSERVICIO;SALTO;RARBSLT01;BUENOS AIRES;[-60.246444,-34.30625]
ENSERVICIO;BARRIO CASA ROSADA;RARTBCR01;TUCUMAN;[-65.4272,-27.04634722]
ENSERVICIO;PUERTO GENERAL SAN MARTIN;RARSPGS01;SANTA FE;[-60.730815,-32.71692]
ENSERVICIO;OPEN DOOR;RARBODO01;BUENOS AIRES;[-59.07435833,-34.4904861]
ENSERVICIO;LAS MOSCAS;RAREMOS01;ENTRE RIOS;[-58.95808333,-32.0905556]
ENSERVICIO;PARAJE PAVON (LA ESMERALDA);RARBPVN01;BUENOS AIRES;[-56.73279722,-36.7125944]
ENSERVICIO;PASO DE LA LAGUNA;RAREPDL01;ENTRE RIOS;[-59.15913889,-31.8015833]
ENSERVICIO;DON CRISTOBAL (DESVINCULADO);RARECRI01;ENTRE RIOS;[-59.9941,-32.07224444]
ENSERVICIO;FRAY LUIS BELTRAN;RARSFLB01;SANTA FE;[-60.72895278,-32.7880361]
ENSERVICIO;LAGUNA ALSINA;RARBLGN01;BUENOS AIRES;[-62.250944,-36.807011]
ENSERVICIO;ALTAMIRANO SUR;RAREALS01;ENTRE RIOS;[-59.1749,-32.095295]
ENSERVICIO;ADELIA MARIA (DESVINCULADO);RARXADM01;CORDOBA;[-64.012922,-33.633258]
ENSERVICIO;SALTO ENCANTADO;RARNSTN01;MISIONES;[-54.83634444,-27.08553889]
ENSERVICIO;TUPELI;RARJTUP01;SAN JUAN;[-68.355148,-31.835497]
ENSERVICIO;GENERAL RAMIREZ;RAREGRM01;ENTRE RIOS;[-60.19952778,-32.1691944]
ENSERVICIO;VILLA DOMINGUEZ;RAREDOM01;ENTRE RIOS;[-58.96513056,-31.986225]
ENSERVICIO;BARRIO JUSTO P. CASTRO IV;RARJJPC01;SAN JUAN;[-68.302285,-31.627767]
ENSERVICIO;VILLA CASTELAR;RARBVCR01;BUENOS AIRES;[-62.803982,-37.392995]
ENSERVICIO;GUAMINI;RARBGMN01;BUENOS AIRES;[-62.42320278,-37.0152417]
ENSERVICIO;FORTIN TIBURCIO;RARBTIB01;BUENOS AIRES;[-61.13296944,-34.3467333]
ENSERVICIO;MAGDALA;RARBMGL01;BUENOS AIRES;[-61.722633,-36.08532]
ENSERVICIO;HENDERSON;RARBHRS01;BUENOS AIRES;[-61.72328611,-36.2973889]
ENSERVICIO;VILLA LOS LLANOS;RARXVLC01;CORDOBA;[-64.16426944,-31.2778861]
ENSERVICIO;VILLA QUINTEROS;RARTVQI01;TUCUMAN;[-65.54364167,-27.25446389]
ENSERVICIO;LOS ZAZOS;RARTLZZ01;TUCUMAN;[-65.88277778,-26.6130556]
ENSERVICIO;LAZZARINO;RARSLAZ01;SANTA FE;[-62.42919444,-34.16475]
ENSERVICIO;BARRIO MITRE;RARSBMI01;SANTA FE;[-60.38819444,-33.25204167]
ENSERVICIO;VILLA SAN MARCIAL;RAREVSM01;ENTRE RIOS;[-58.92969444,-32.1799722]
ENSERVICIO;VIALE;RAREVIA01;ENTRE RIOS;[-60.00747222,-31.87345]
ENSERVICIO;VILLA CLARA;RAREVCL01;ENTRE RIOS;[-58.82408333,-31.83051667]
ENSERVICIO;TABOSSI;RARETBS01;ENTRE RIOS;[-59.93928333,-31.8008472]
ENSERVICIO;SAN BENITO (DESVINCULADO);RARESBE01;ENTRE RIOS;[-60.44168889,-31.77916667]
ENSERVICIO;SANTA ANITA;RARESAN01;ENTRE RIOS;[-58.78955556,-32.1788056]
ENSERVICIO;ROSARIO DEL TALA;RARERDT01;ENTRE RIOS;[-59.13101389,-32.30319722]
ENSERVICIO;LAGUNA DEL PESCADO;RARELDP01;ENTRE RIOS;[-60.01425,-32.68591667]
ENSERVICIO;JUBILEO;RAREJUB01;ENTRE RIOS;[-58.63352778,-31.73344444]
ENSERVICIO;IRAZUSTA;RAREIRZ01;ENTRE RIOS;[-58.9549,-32.9271722]
ENSERVICIO;LAS GUACHAS;RAREGUA01;ENTRE RIOS;[-59.17319444,-32.4677222]
ENSERVICIO;GUARDAMONTE;RAREGMT01;ENTRE RIOS;[-59.30802778,-32.08483333]
ENSERVICIO;GOBERNADOR MANSILLA;RAREGMA01;ENTRE RIOS;[-59.35452778,-32.5477222]
ENSERVICIO;GENERAL CAMPOS;RAREGCM01;ENTRE RIOS;[-58.40852778,-31.52683333]
ENSERVICIO;GOBERNADOR FEBRE;RAREFEB01;ENTRE RIOS;[-59.91341944,-32.47481944]
ENSERVICIO;ESTANCIA SAN PEDRO;RAREESP01;ENTRE RIOS;[-58.64832778,-32.34246944]
ENSERVICIO;ESTACION RAICES;RAREERC01;ENTRE RIOS;[-59.25994444,-31.91]
ENSERVICIO;ESTACION LAZO (DESVINCULADO);RAREELZ01;ENTRE RIOS;[-59.42205556,-32.8705556]
ENSERVICIO;ESTACION CAMPS;RAREECM01;ENTRE RIOS;[-60.22819444,-32.1110278]
ENSERVICIO;ALDEA ASUNCION;RAREASU01;ENTRE RIOS;[-59.22669444,-32.8293611]
ENSERVICIO;ALDEA SANTA ROSA;RAREASS01;ENTRE RIOS;[-60.24024167,-32.0135056]
ENSERVICIO;ALDEA SAN RAFAEL;RAREASR01;ENTRE RIOS;[-60.25404167,-31.95757778]
ENSERVICIO;ALDEA SAN JUAN;RAREASJ01;ENTRE RIOS;[-58.76741667,-32.6975111]
ENSERVICIO;ALDEA SAN ISIDRO;RAREASI01;ENTRE RIOS;[-58.99875,-30.97286111]
ENSERVICIO;ALDEA SAN ANTONIO;RAREASA01;ENTRE RIOS;[-58.70305,-32.624134]
ENSERVICIO;TUCLAME;RARXTCL01;CORDOBA;[-65.23775,-30.74715278]
ENSERVICIO;SAN BASILIO;RARXSBS01;CORDOBA;[-64.312453,-33.49868]
ENSERVICIO;PARQUE NORTE;RARXPNO01;CORDOBA;[-64.17578333,-31.29548889]
ENSERVICIO;PILAR;RARXPIL01;CORDOBA;[-63.88044444,-31.68173889]
ENSERVICIO;MONTE DE LOS GAUCHOS;RARXMGU01;CORDOBA;[-63.89060278,-33.63819444]
ENSERVICIO;MALENA;RARXMAE01;CORDOBA;[-64.437079,-33.49045]
ENSERVICIO;CORONEL MOLDES (DESVINCULADO);RARXCRS01;CORDOBA;[-64.592501,-33.616438]
ENSERVICIO;CHUNA;RARXCHU01;CORDOBA;[-64.66612222,-30.46912222]
ENSERVICIO;JOCOLI;RARMJOC01;MENDOZA;[-68.6657,-32.58168056]
ENSERVICIO;ZAVALIA;RARBZAV01;BUENOS AIRES;[-61.007927,-34.89458]
ENSERVICIO;SALLIQUELO;RARBTAT01;BUENOS AIRES;[-62.9604,-36.7517667]
ENSERVICIO;ROJAS;RARBROJ01;BUENOS AIRES;[-60.72754,-34.208253]
ENSERVICIO;RAFAEL OBLIGADO;RARBROG01;BUENOS AIRES;[-60.782604,-34.355977]
ENSERVICIO;RIVERA;RARBRIV01;BUENOS AIRES;[-63.244268,-37.155926]
ENSERVICIO;SAN ANTONIO (SAN PEDRO);RARYSAT01;JUJUY;[-64.806944,-24.218611]
ENSERVICIO;PARADA LABOUGLE;RARWLAB01;CORRIENTES;[-57.72999444,-30.317325]
ENSERVICIO;LOMAS DEL RIO LUJAN;RARBLUJ01;BUENOS AIRES;[-58.891861,-34.281169]
ENSERVICIO;LINCOLN;RARBLNC01;BUENOS AIRES;[-61.5125,-34.8688333]
ENSERVICIO;LUCAS MONTEVERDE (DESVINCULADO);RARBLMV01;BUENOS AIRES;[-59.989922,-35.485103]
ENSERVICIO;PUERTO BERMEJO VIEJO (DESVINCULADO);RARHPBV01;CHACO;[-58.509167,-26.929722]
ENSERVICIO;INGENIERO THOMPSON;RARBITH01;BUENOS AIRES;[-62.91444167,-36.6117472]
ENSERVICIO;DIEGO GAYNOR;RARBGAY01;BUENOS AIRES;[-59.22168056,-34.28727778]
ENSERVICIO;DEL CARRIL;RARBDCR01;BUENOS AIRES;[-59.51580556,-35.50838889]
ENSERVICIO;GONZALEZ MORENO;RARBGOM01;BUENOS AIRES;[-63.380939,-35.557077]
ENSERVICIO;CHASICO;RARBCHS01;BUENOS AIRES;[-62.644858,-38.335817]
ENSERVICIO;COUNTRY CLUB EL CASCO;RARBCCB01;BUENOS AIRES;[-59.08610556,-34.12682778]
ENSERVICIO;CAZON;RARBCAZ01;BUENOS AIRES;[-59.66033611,-35.57500833]
ENSERVICIO;VILLA LAGUNA LA BRAVA;RARBBRA01;BUENOS AIRES;[-57.980419,-37.856886]
ENSERVICIO;CARHUE;RARBCAH01;BUENOS AIRES;[-62.76183889,-37.1803611]
ENSERVICIO;BARRIO LOMAS ALTAS;RARBBLS01;BUENOS AIRES;[-58.06786667,-35.58551111]
ENSERVICIO;BARRIO EL TALADRO;RARBBET01;BUENOS AIRES;[-58.86511111,-35.0715]
ENSERVICIO;AZUCENA;RARBAZU01;BUENOS AIRES;[-59.293325,-37.48694167]
ENSERVICIO;ARRIBENOS;RARBARR01;BUENOS AIRES;[-61.35876,-34.208346]
ENSERVICIO;AMERICA;RARBAMC01;BUENOS AIRES;[-62.970023,-35.494459]
ENSERVICIO;SAN PEDRO (GNA);RARYSPJ;JUJUY;[-64.9,-24.260833]
ENSERVICIO;TORNQUIST;RARBTQN01;BUENOS AIRES;[-62.21677778,-38.1058611]
ENSERVICIO;LAPRIDA;RARBLPD01;BUENOS AIRES;[-60.81233333,-37.5468056]
ENSERVICIO;CONESA;RARBCNS01;BUENOS AIRES;[-60.35721667,-33.5919722]
ENSERVICIO;PAMPA DEL RINCON (TASA);RARVPDR;TIERRA DEL FUEGO;[-68.480889,-52.813639]
ENSERVICIO;LA CAROLINA (CAMPOS DEL OESTE);RARSLCR;SANTA FE;[-60.695633,-33.076256]
ENSERVICIO;COLON;RARBCOL01;BUENOS AIRES;[-61.09956051,-33.89786336]
ENSERVICIO;MARIANO H. ALFONZO;RARBMHA01;BUENOS AIRES;[-60.836028,-33.91575]
ENSERVICIO;EDIFICIO LIBERTADOR;RARCIU66;CABA;[-58.368611,-34.609444]
ENSERVICIO;URIBELARREA;RARBURI01;BUENOS AIRES;[-58.891403,-35.123633]
ENSERVICIO;PRESIDENCIA DE LA PLAZA;RARHPPZ02;CHACO;[-59.845511,-27.001083]
ENSERVICIO;MANFREDI (SILICA);RARXMNF02;CORDOBA;[-63.744633,-31.8408]
ENSERVICIO;DAIREAUX;RARBDRX01;BUENOS AIRES;[-61.74971111,-36.5965833]
ENSERVICIO;COLONIA SANTA MARIA;RARECSM01;ENTRE RIOS;[-58.17001944,-30.6126889]
ENSERVICIO;EL ARBOLITO;RARBARB01;BUENOS AIRES;[-60.945069,-33.914387]
ENSERVICIO;ARBILLA (ARBILLA II);RARSARB01;SANTA FE;[-60.70315,-33.103814]
ENSERVICIO;PAMPA CURACO;RARQPCR01;NEUQUEN;[-70.342,-39.622278]
ENSERVICIO;DERQUI;RARBDRQ;BUENOS AIRES;[-58.84225,-34.4913]
ENSERVICIO;LA QUIACA (ZONA FRANCA);RARYLAQ02;JUJUY;[-65.591211,-22.105858]
ENSERVICIO;NAHUEL NIYEU;RARRNNY01;RIO NEGRO;[-66.56407,-40.50434]
ENSERVICIO;POLO TECNOLOGICO GODOY CRUZ;RARMPTG;MENDOZA;[-68.854923,-32.921528]
ENSERVICIO;PAICONE;RARYPCN01;JUJUY;[-66.42425,-22.21833333]
ENSERVICIO;CANAL 5 PUERTO IGUAZU;RARNCNL01;MISIONES;[-54.57394,-25.609141]
ENSERVICIO;FONTANA;RARHFON01;CHACO;[-59.032583,-27.418097]
ENSERVICIO;BARRIO EL PORTAL;RARTBEP01;TUCUMAN;[-65.39209722,-27.03676111]
ENSERVICIO;BANDERALO;RARBBAN01;BUENOS AIRES;[-63.371984,-35.011151]
ENSERVICIO;COYAGUAYMA;RARYCYU01;JUJUY;[-66.44111111,-22.77222222]
ENSERVICIO;OROSMAYO;RARYOSY01;JUJUY;[-66.35611111,-22.55583333]
ENSERVICIO;LA COLINA;RARBLCL01;BUENOS AIRES;[-61.540074,-37.360116]
ENSERVICIO;GENERAL ARENALES;RARBGAN01;BUENOS AIRES;[-61.30562778,-34.30446797]
ENSERVICIO;COLONIA SAN MARTIN;RARBCOM01;BUENOS AIRES;[-62.33258611,-37.97708889]
ENSERVICIO;BELLA ITALIA;RARSBIT01;SANTA FE;[-61.40939167,-31.2823583]
ENSERVICIO;LIBAROS;RARELIB01;ENTRE RIOS;[-58.90908333,-32.25975]
ENSERVICIO;INGENIERO MIGUEL SAJAROFF;RARESAJ01;ENTRE RIOS;[-58.84758333,-31.9560833]
ENSERVICIO;GILBERT;RAREGIL01;ENTRE RIOS;[-58.93338056,-32.537125]
ENSERVICIO;GENERAL ALMADA;RAREGLD01;ENTRE RIOS;[-58.80555556,-32.837]
ENSERVICIO;FAUSTINO M. PARERA;RAREFMP01;ENTRE RIOS;[-58.881475,-32.8037]
ENSERVICIO;ALDEA VALLE MARIA;RAREAVM01;ENTRE RIOS;[-60.58501111,-31.9866444]
ENSERVICIO;ARROYO DE LA CRUZ;RARBACZ01;BUENOS AIRES;[-59.11138889,-34.3366861]
ENSERVICIO;ESTANCIA GRANDE;RAREEGR01;ENTRE RIOS;[-58.175501,-31.482037]
ENSERVICIO;ANTELO;RAREANT01;ENTRE RIOS;[-60.03477778,-32.533375]
ENSERVICIO;VILLA LIBERTADOR SAN MARTIN;RAREVLS01;ENTRE RIOS;[-60.45166667,-32.0666667]
ENSERVICIO;BARRIO VIRGEN DEL ROSARIO;RARMVDR01;MENDOZA;[-68.313,-32.70246667]
ENSERVICIO;BARRIO LA PALMERA;RARMPAL01;MENDOZA;[-68.56031944,-32.72132222]
ENSERVICIO;SAN VICTOR;RAREVIC01;ENTRE RIOS;[-59.03319444,-30.489175]
ENSERVICIO;ROCAMORA;RAREROC01;ENTRE RIOS;[-58.96866667,-32.34185556]
ENSERVICIO;SANTA TRINIDAD;RARBSTI01;BUENOS AIRES;[-61.92405833,-37.4877306]
ENSERVICIO;CURAMALAL (DESVINCULADO);RARBCMA01;BUENOS AIRES;[-62.10691667,-37.48565]
ENSERVICIO;ARROYO CORTO;RARBARC01;BUENOS AIRES;[-62.3107527778,-37.5143444444]
ENSERVICIO;VILLA DEL PLATA;RARSVDP01;SANTA FE;[-60.71047778,-33.127075]
ENSERVICIO;SAN LORENZO;RARSSLZ01;SANTA FE;[-60.73253333,-32.7482583]
ENSERVICIO;NAVARRO;RARBNVR01;BUENOS AIRES;[-59.28185278,-35.0089278]
ENSERVICIO;CAPITAN BERMUDEZ (DESVINCULADO);RARSCBZ01;SANTA FE;[-60.71730278,-32.8220889]
ENSERVICIO;LOBOS;RARBLOB01;BUENOS AIRES;[-59.08208333,-35.19045]
ENSERVICIO;SAN MIGUEL DEL MONTE;RARBSMM01;BUENOS AIRES;[-58.81475,-35.4475556]
ENSERVICIO;COMANDANTE ANDRESITO;RARNAND01;MISIONES;[-54.04119444,-25.67647222]
ENSERVICIO;LA ADELA;RARLLAL01;LA PAMPA;[-64.10068611,-38.97763056]
ENSERVICIO;HERRERA;RAREHRR01;ENTRE RIOS;[-58.63621667,-32.4343917]
ENSERVICIO;LOPEZ LECUBE;RARBLEC01;BUENOS AIRES;[-62.72511944,-38.1178417]
ENSERVICIO;BARRIO MARTINEZ SARAVIA (DESVINCULADO);RARABMS01;SALTA;[-63.80631667,-22.57591111]
ENSERVICIO;GENERAL ALVEAR;RARBGAL01;BUENOS AIRES;[-60.00274167,-36.0213556]
ENSERVICIO;MACIA;RAREMAC01;ENTRE RIOS;[-59.39627778,-32.1703889]
ENSERVICIO;GRANADERO BAIGORRIA;RARSGBA01;SANTA FE;[-60.69941667,-32.8696389]
ENSERVICIO;LOS TOLDOS;RARBLTD01;BUENOS AIRES;[-61.040231,-35.001583]
ENSERVICIO;HERNANDEZ;RAREHER01;ENTRE RIOS;[-60.02527778,-32.3332778]
ENSERVICIO;VILLA GDOR. LUIS F. ETCHEVEHERE;RAREETC01;ENTRE RIOS;[-60.42751389,-31.93295]
ENSERVICIO;BETBEDER;RAREBET01;ENTRE RIOS;[-59.92775556,-32.373275]
ENSERVICIO;ARANGUREN;RAREANG01;ENTRE RIOS;[-60.155875,-32.2444861]
ENSERVICIO;20 DE SEPTIEMBRE;RAREXXS01;ENTRE RIOS;[-59.66160833,-32.3908194]
ENSERVICIO;GOBERNADOR ECHAGÜE;RAREGEG01;ENTRE RIOS;[-59.27514167,-32.3945333]
ENSERVICIO;25 DE MAYO;RARBVCM01;BUENOS AIRES;[-60.17478889,-35.4429806]
ENSERVICIO;TRES LOMAS;RARBTTS01;BUENOS AIRES;[-62.865686,-36.465908]
ENSERVICIO;SAN JOSE;RARBSSE01;BUENOS AIRES;[-61.921375,-37.50655]
ENSERVICIO;PUAN;RARBPUA01;BUENOS AIRES;[-62.768711,-37.549146]
ENSERVICIO;AIMOGASTA;RARFAIM01;LA RIOJA;[-66.798025,-28.56672778]
ENSERVICIO;SAAVEDRA;RARBSVD01;BUENOS AIRES;[-62.34704444,-37.7625722]
ENSERVICIO;ESTACION GENERAL RACEDO;RAREGRD01;ENTRE RIOS;[-60.40798333,-31.9853667]
ENSERVICIO;VILLA MANTERO;RAREMAN01;ENTRE RIOS;[-58.74672222,-32.3946667]
ENSERVICIO;ALFREDO DEMARCHI (EST. FACUNDO QUIROGA);RARBADM01;BUENOS AIRES;[-61.40713333,-35.2937972]
ENSERVICIO;CANADON SECO;RARZCSE01;SANTA CRUZ;[-67.60674444,-46.56157222]
ENSERVICIO;TAPALQUE;RARBTPQ01;BUENOS AIRES;[-60.03127222,-36.3609778]
ENSERVICIO;SEGUI;RARESGI01;ENTRE RIOS;[-60.12542222,-31.9606028]
ENSERVICIO;PUERTO RUIZ;RAREPRZ01;ENTRE RIOS;[-59.36337222,-33.2212222]
ENSERVICIO;PLAZA HUINCUL;RARQPCL01;NEUQUEN;[-69.192562,-38.932112]
ENSERVICIO;ESTACION ARROYO CLE;RARECLE01;ENTRE RIOS;[-59.40154444,-32.6346694]
ENSERVICIO;ENRIQUE CARBO;RAREQCB01;ENTRE RIOS;[-59.211575,-33.1525889]
ENSERVICIO;RAUCH;RARBRUH01;BUENOS AIRES;[-59.07728889,-36.7756111]
ENSERVICIO;AYACUCHO;RARBAYA01;BUENOS AIRES;[-58.47072222,-37.14957222]
ENSERVICIO;SALADILLO;RARBSAL01;BUENOS AIRES;[-59.78676111,-35.6348444]
ENSERVICIO;ROQUE PEREZ;RARBRQP01;BUENOS AIRES;[-59.34028333,-35.4019944]
ENSERVICIO;SAN MIGUEL DE TUCUMAN (MPLS);RARTTCM02;TUCUMAN;[-65.22998889,-26.843875]
ENSERVICIO;LARROQUE;RARELRR01;ENTRE RIOS;[-58.99761111,-33.0435278]
ENSERVICIO;CORONEL SUAREZ;RARBCRS01;BUENOS AIRES;[-61.926968,-37.472832]
ENSERVICIO;GENERAL LAMADRID;RARBGLM01;BUENOS AIRES;[-61.25305833,-37.24506111]
ENSERVICIO;VILLA ELOISA;RARSVEI01;SANTA FE;[-61.54205833,-32.9597694]
ENSERVICIO;TORTUGAS;RARSTRT01;SANTA FE;[-61.81781111,-32.74766111]
ENSERVICIO;LAS PAREJAS;RARSPRJ01;SANTA FE;[-61.53201944,-32.67821667]
ENSERVICIO;LAS ROSAS;RARSLRS01;SANTA FE;[-61.57552222,-32.4849806]
ENSERVICIO;LOS MOLINOS;RARSLMS01;SANTA FE;[-61.33027778,-33.1055556]
ENSERVICIO;ARMSTRONG;RARSARM01;SANTA FE;[-61.61260278,-32.7743167]
ENSERVICIO;VILLA MARIA;RARXVMR01;CORDOBA;[-63.30891667,-32.42463056]
ENSERVICIO;OLIVA;RARXOVA01;CORDOBA;[-63.570558,-32.036327]
ENSERVICIO;ONCATIVO;RARXONC01;CORDOBA;[-63.68102778,-31.9096667]
ENSERVICIO;MORRISON;RARXMSO01;CORDOBA;[-62.83454722,-32.58661944]
ENSERVICIO;SAN MARCOS SUD;RARXMRC01;CORDOBA;[-62.48258611,-32.630425]
ENSERVICIO;MARCOS JUAREZ;RARXMJU01;CORDOBA;[-62.08998333,-32.6928861]
ENSERVICIO;LEONES;RARXLEO01;CORDOBA;[-62.314725,-32.6714444444]
ENSERVICIO;BALLESTEROS;RARXBLL01;CORDOBA;[-62.975397,-32.544244]
ENSERVICIO;BELL VILLE;RARXBEV01;CORDOBA;[-62.694325,-32.612997]
ENSERVICIO;VIEDMA;RARRVDM01;RIO NEGRO;[-63.02243889,-40.82182222]
ENSERVICIO;VALCHETA;RARRVAL01;RIO NEGRO;[-66.16168056,-40.68385278]
ENSERVICIO;SAN JAVIER;RARRSJV01;RIO NEGRO;[-63.26638611,-40.75176944]
ENSERVICIO;SAN ANTONIO OESTE;RARRSAO01;RIO NEGRO;[-64.95979444,-40.72936667]
ENSERVICIO;RIO COLORADO;RARRRCL01;RIO NEGRO;[-64.10394722,-38.983275]
ENSERVICIO;MINISTRO RAMOS MEXIA;RARRMRX01;RIO NEGRO;[-67.26141111,-40.5077]
ENSERVICIO;LAS GRUTAS;RARRLGR01;RIO NEGRO;[-65.08338333,-40.80043611]
ENSERVICIO;GENERAL CONESA;RARRGCN01;RIO NEGRO;[-64.45175,-40.10766667]
ENSERVICIO;EL JUNCAL;RARREJL01;RIO NEGRO;[-63.12633333,-40.80725]
ENSERVICIO;COLONIA JULIA Y ECHARREN;RARRCJE01;RIO NEGRO;[-64.02440556,-39.03583611]
ENSERVICIO;BARRIO COLONIA CONESA;RARRBCN01;RIO NEGRO;[-64.353325,-40.151051]
ENSERVICIO;AGUADA CECILIO;RARRAGC01;RIO NEGRO;[-65.84260556,-40.84866944]
ENSERVICIO;VILLALONGA;RARBVLG01;BUENOS AIRES;[-62.61527778,-39.9112167]
ENSERVICIO;STROEDER;RARBSTD01;BUENOS AIRES;[-62.621825,-40.1881583]
ENSERVICIO;CARMEN DE PATAGONES;RARBPTG01;BUENOS AIRES;[-62.96825278,-40.7872083]
